L1_0,L1_1,L1_2,L1_3,L1_4
0.9418673217030339,0.9567215905302193,0.20790772827750825,0.2262014175024517,0.7580568858653943
0.7520908976222175,0.735506909836866,0.1832192796654234,0.4062686535760691,0.7036711366324928
0.25408979811721033,0.6471767492147347,0.6988351870544007,0.9980813350114492,0.15164084370377484
0.9278155527558596,0.7124748555615562,0.3538069702131277,0.6397319321091064,0.16548249873180454
0.2837747684643306,0.35868660605493796,0.7380931727018734,0.6656640875071477,0.7444939452637332
