rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,0.0015605556179071,0.0017267503917901,-0.0009210195578634,-0.1522092726919799
rank_006_010,0.0011787695909152,0.0013449643647982,-0.0013028055848553,-0.1525910587189718
rank_011_020,0.0006122229394896,0.0006755050126958,-0.0022891204664483,-0.1531854876875877
