rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,1.623079633412518,1.4827837473661007,-1.0377003450831686,-317.0197400324391
rank_006_010,1.2259972624791002,1.1549389595573805,-1.4678535254091976,-317.8149196222524
rank_011_020,0.9118074654383764,1.0455932154255971,-4.819993647005383,-365.6835346207717
