rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,0.0018327169452096,0.0019989117190926,-0.0006488582305609,-0.1519371113646774
rank_006_010,0.0012144107237691,0.0013806054976521,-0.0012671644520014,-0.1525554175861179
rank_011_020,0.0018787739106847,0.0019420559838909,-0.0010225694952532,-0.1519189367163926
