rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,1.9061451661485729,1.716492333566154,-0.7310598390821792,-316.45288551889763
rank_006_010,1.2630663654211252,1.1855444789102545,-1.4276971405138863,-317.74068667657184
rank_011_020,2.798131149840941,3.006048101152013,-2.1531319749149245,-362.6600312660115
