rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,0.0011243781406666,0.0012905729145496,-0.0013571970351039,-0.1526454501692205
rank_006_010,0.0016403434198583,0.0018065381937413,-0.0008412317559122,-0.1521294848900287
rank_011_020,0.0004116396892278,0.000474921762434,-0.0024897037167101,-0.1533860709378495
