rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,1.16942660641446,1.1082322908878166,-1.5291356406593233,-317.9282055155022
rank_006_010,1.706064151782564,1.55129860425205,-0.9478045020348138,-316.8535589070387
rank_011_020,0.6130710195562645,0.7351166361848394,-5.242343630821579,-366.16236582762247
