rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,0.001524902494275,0.001691097268158,-0.0009566726814955,-0.152244925815612
rank_006_010,0.001548820254975,0.001715015028858,-0.0009327549207955,-0.152221008054912
rank_011_020,0.0010968167341708,0.001160098807377,-0.0018045266717672,-0.1527008938929066
