rank_layer,cross_l1_random,global_random,same_l3_random,same_l3_same_size_random
rank_001_005,1.5859980592790932,1.452167931371025,-1.077870239826903,-317.09399795237573
rank_006_010,1.6108740904974137,1.4727064336397666,-1.050922420619275,-317.04418231272933
rank_011_020,1.6335318752811152,1.7956808897328518,-3.7996283818407735,-364.5267150396917
